s	p	o
Barnacle_Goose#species	wo:adaptation	Flight#adaptation
Barnacle_Goose#species	wo:adaptation	Hearing_sense#adaptation
Barnacle_Goose#species	wo:adaptation	Herbivore#adaptation
Barnacle_Goose#species	wo:adaptation	Monogamous_pairing_in_animals#adaptation
Barnacle_Goose#species	wo:adaptation	Oviparity#adaptation
Barnacle_Goose#species	wo:class	Bird#class
Barnacle_Goose#species	wo:ecozone	Palearctic_ecozone#ecozone
Barnacle_Goose#species	wo:family	Anatidae#family
Barnacle_Goose#species	wo:genus	Branta#genus
Barnacle_Goose#species	wo:growsIn	Arable_land#habitat
Barnacle_Goose#species	wo:growsIn	Lake#habitat
Barnacle_Goose#species	wo:growsIn	River#habitat
Barnacle_Goose#species	wo:growsIn	Taiga#habitat
Barnacle_Goose#species	wo:growsIn	Temperate_broadleaf_and_mixed_forests#habitat
Barnacle_Goose#species	wo:growsIn	Temperate_coniferous_forest#habitat
Barnacle_Goose#species	wo:growsIn	Temperate_grasslands_savannas_and_shrublands#habitat
Barnacle_Goose#species	wo:growsIn	Tundra#habitat
Barnacle_Goose#species	wo:kingdom	Animal#kingdom
Barnacle_Goose#species	wo:livesIn	Arable_land#habitat
Barnacle_Goose#species	wo:livesIn	Lake#habitat
Barnacle_Goose#species	wo:livesIn	River#habitat
Barnacle_Goose#species	wo:livesIn	Taiga#habitat
Barnacle_Goose#species	wo:livesIn	Temperate_broadleaf_and_mixed_forests#habitat
Barnacle_Goose#species	wo:livesIn	Temperate_coniferous_forest#habitat
Barnacle_Goose#species	wo:livesIn	Temperate_grasslands_savannas_and_shrublands#habitat
Barnacle_Goose#species	wo:livesIn	Tundra#habitat
Barnacle_Goose#species	wo:name	Barnacle_Goose#name
Barnacle_Goose#species	wo:order	Anseriformes#order
Barnacle_Goose#species	wo:phylum	Chordate#phylum
Barn_Owl#species	rdf:type	wo:Species
Barn_Owl#species	wo:family	Tytonidae#family
Barn_Owl#species	rdf:type	wo:Species
Barn_Owl#species	wo:order	Owl#order
Barn_Owl#species	wo:adaptation	Altricial#adaptation
Barn_Owl#species	wo:adaptation	Arboreal_locomotion#adaptation
Barn_Owl#species	wo:adaptation	Carnivore#adaptation
Barn_Owl#species	wo:adaptation	Flight#adaptation
Barn_Owl#species	wo:adaptation	Hearing_sense#adaptation
Barn_Owl#species	wo:adaptation	Monogamous_pairing_in_animals#adaptation
Barn_Owl#species	wo:adaptation	Nocturnality#adaptation
Barn_Owl#species	wo:adaptation	Oviparity#adaptation
Barn_Owl#species	wo:adaptation	Polygyny#adaptation
Barn_Owl#species	wo:adaptation	Polymorphism_biology#adaptation
Barn_Owl#species	wo:adaptation	Predation#adaptation
Barn_Owl#species	wo:class	Bird#class
Barn_Owl#species	wo:ecozone	Afrotropic_ecozone#ecozone
Barn_Owl#species	wo:ecozone	Australasia_ecozone#ecozone
Barn_Owl#species	wo:ecozone	Indomalaya_ecozone#ecozone
Barn_Owl#species	wo:ecozone	Nearctic_ecozone#ecozone
Barn_Owl#species	wo:ecozone	Neotropic_ecozone#ecozone
Barn_Owl#species	wo:ecozone	Oceania_ecozone#ecozone
Barn_Owl#species	wo:ecozone	Palearctic_ecozone#ecozone
Barn_Owl#species	wo:family	Tytonidae#family
Barn_Owl#species	wo:growsIn	Ancient_woodland#habitat
Barn_Owl#species	wo:growsIn	Arable_land#habitat
Barn_Owl#species	wo:growsIn	Bog#habitat
Barn_Owl#species	wo:growsIn	Deserts_and_xeric_shrublands#habitat
Barn_Owl#species	wo:growsIn	English_Lowlands_beech_forests#habitat
Barn_Owl#species	wo:growsIn	Mediterranean_forests_woodlands_and_scrub#habitat
Barn_Owl#species	wo:growsIn	Park#habitat
Barn_Owl#species	wo:growsIn	Temperate_broadleaf_and_mixed_forests#habitat
Barn_Owl#species	wo:growsIn	Temperate_coniferous_forest#habitat
Barn_Owl#species	wo:growsIn	Temperate_grasslands_savannas_and_shrublands#habitat
Barn_Owl#species	wo:growsIn	Tropical_and_subtropical_dry_broadleaf_forests#habitat
Barn_Owl#species	wo:growsIn	Wetland#habitat
Barn_Owl#species	wo:kingdom	Animal#kingdom
Barn_Owl#species	wo:livesIn	Ancient_woodland#habitat
Barn_Owl#species	wo:livesIn	Arable_land#habitat
Barn_Owl#species	wo:livesIn	Bog#habitat
Barn_Owl#species	wo:livesIn	Deserts_and_xeric_shrublands#habitat
Barn_Owl#species	wo:livesIn	English_Lowlands_beech_forests#habitat
Barn_Owl#species	wo:livesIn	Marsh#habitat
Barn_Owl#species	wo:livesIn	Mediterranean_forests_woodlands_and_scrub#habitat
Barn_Owl#species	wo:livesIn	Park#habitat
Barn_Owl#species	wo:livesIn	Temperate_broadleaf_and_mixed_forests#habitat
Barn_Owl#species	wo:livesIn	Temperate_coniferous_forest#habitat
Barn_Owl#species	wo:livesIn	Temperate_grasslands_savannas_and_shrublands#habitat
Barn_Owl#species	wo:livesIn	Tropical_and_subtropical_dry_broadleaf_forests#habitat
Barn_Owl#species	wo:livesIn	Wetland#habitat
Barn_Owl#species	wo:name	Barn_Owl#name
Barn_Owl#species	wo:order	Owl#order
Barn_Owl#species	wo:phylum	Chordate#phylum
Barn_Swallow#species	rdf:type	wo:Species
Barn_Swallow#species	wo:family	Swallow#family
Barn_Swallow#species	rdf:type	wo:Species
Barn_Swallow#species	wo:adaptation	Altricial#adaptation
Barn_Swallow#species	wo:adaptation	Animal_migration#adaptation
Barn_Swallow#species	wo:adaptation	Carnivore#adaptation
Barn_Swallow#species	wo:adaptation	Colony_biology#adaptation
Barn_Swallow#species	wo:adaptation	Cooperative_breeding#adaptation
Barn_Swallow#species	wo:adaptation	Flight#adaptation
Barn_Swallow#species	wo:adaptation	Hearing_sense#adaptation
Barn_Swallow#species	wo:adaptation	Monogamous_pairing_in_animals#adaptation
Barn_Swallow#species	wo:adaptation	Oviparity#adaptation
Barn_Swallow#species	wo:adaptation	Parental_investment#adaptation
Barn_Swallow#species	wo:adaptation	Polygynandry#adaptation
Barn_Swallow#species	wo:adaptation	Polygyny#adaptation
Barn_Swallow#species	wo:adaptation	Territory_animal#adaptation
Barn_Swallow#species	wo:adaptation	Visual_perception#adaptation
Barn_Swallow#species	wo:class	Bird#class
Barn_Swallow#species	wo:ecozone	Afrotropic_ecozone#ecozone
Barn_Swallow#species	wo:ecozone	Indomalaya_ecozone#ecozone
Barn_Swallow#species	wo:ecozone	Nearctic_ecozone#ecozone
Barn_Swallow#species	wo:ecozone	Neotropic_ecozone#ecozone
Barn_Swallow#species	wo:ecozone	Oceania_ecozone#ecozone
Barn_Swallow#species	wo:ecozone	Palearctic_ecozone#ecozone
Barn_Swallow#species	wo:family	Swallow#family
Barn_Swallow#species	wo:genus	Hirundo#genus
Barn_Swallow#species	wo:growsIn	Arable_land#habitat
Barn_Swallow#species	wo:growsIn	Coast#habitat
Barn_Swallow#species	wo:growsIn	Deserts_and_xeric_shrublands#habitat
Barn_Swallow#species	wo:growsIn	Flooded_grasslands_and_savannas#habitat
Barn_Swallow#species	wo:growsIn	Mediterranean_forests_woodlands_and_scrub#habitat
Barn_Swallow#species	wo:growsIn	Montane_grasslands_and_shrublands#habitat
Barn_Swallow#species	wo:growsIn	Temperate_grasslands_savannas_and_shrublands#habitat
Barn_Swallow#species	wo:growsIn	Tropical_and_subtropical_dry_broadleaf_forests#habitat
Barn_Swallow#species	wo:growsIn	Tropical_and_subtropical_grasslands_savannas_and_shrublands#habitat
Barn_Swallow#species	wo:growsIn	Urban_ecosystem#habitat
Barn_Swallow#species	wo:kingdom	Animal#kingdom
Barn_Swallow#species	wo:livesIn	Arable_land#habitat
Barn_Swallow#species	wo:livesIn	Coast#habitat
Barn_Swallow#species	wo:livesIn	Deserts_and_xeric_shrublands#habitat
Barn_Swallow#species	wo:livesIn	Flooded_grasslands_and_savannas#habitat
Barn_Swallow#species	wo:livesIn	Mediterranean_forests_woodlands_and_scrub#habitat
Barn_Swallow#species	wo:livesIn	Montane_grasslands_and_shrublands#habitat
Barn_Swallow#species	wo:livesIn	Temperate_grasslands_savannas_and_shrublands#habitat
Barn_Swallow#species	wo:livesIn	Tropical_and_subtropical_dry_broadleaf_forests#habitat
Barn_Swallow#species	wo:livesIn	Tropical_and_subtropical_grasslands_savannas_and_shrublands#habitat
Barn_Swallow#species	wo:livesIn	Urban_ecosystem#habitat
Barn_Swallow#species	wo:name	Barn_Swallow#name
Barn_Swallow#species	wo:order	Passerine#order
Barn_Swallow#species	wo:phylum	Chordate#phylum
Basilosaurus#genus	rdf:type	wo:Genus
Basilosaurus#genus	wo:adaptation	Aquatic_locomotion#adaptation
Basilosaurus#genus	wo:adaptation	Carnivore#adaptation
Basilosaurus#genus	wo:adaptation	Vivipary#adaptation
Basilosaurus#genus	wo:class	Mammal#class
Basilosaurus#genus	wo:family	Basilosauridae#family
Basilosaurus#genus	wo:kingdom	Animal#kingdom
Basilosaurus#genus	wo:name	Basilosaurus#name
Basilosaurus#genus	wo:order	Cetacea#order
Basilosaurus#genus	wo:phylum	Chordate#phylum
Basilosaurus#genus	wo:superorder	Cetartiodactyla#superorder
Basilosaurus#genus	rdf:type	wo:Genus
Basilosaurus#genus	wo:order	Cetacea#order
Basking_shark#species	rdf:type	wo:Species
Basking_shark#species	wo:order	Lamniformes#order
Basking_shark#species	rdf:type	wo:Species
Basking_shark#species	wo:adaptation	Animal_migration#adaptation
Basking_shark#species	wo:adaptation	Aquatic_locomotion#adaptation
Basking_shark#species	wo:adaptation	Haptic_perception#adaptation
Basking_shark#species	wo:adaptation	Nomad#adaptation
Basking_shark#species	wo:adaptation	Ovoviviparity#adaptation
Basking_shark#species	wo:adaptation	Precocial#adaptation
Basking_shark#species	wo:adaptation	Presociality#adaptation
Basking_shark#species	wo:class	Chondrichthyes#class
Basking_shark#species	wo:family	Cetorhinidae#family
Basking_shark#species	wo:genus	Cetorhinus#genus
Basking_shark#species	wo:growsIn	Deep_sea#habitat
Basking_shark#species	wo:growsIn	Neritic_zone#habitat
Basking_shark#species	wo:growsIn	Pelagic#habitat
Basking_shark#species	wo:kingdom	Animal#kingdom
Basking_shark#species	wo:livesIn	Deep_sea#habitat
Basking_shark#species	wo:livesIn	Neritic_zone#habitat
Basking_shark#species	wo:livesIn	Pelagic#habitat
Basking_shark#species	wo:name	Basking_shark#name
Basking_shark#species	wo:order	Lamniformes#order
Basking_shark#species	wo:phylum	Chordate#phylum
Basking_shark#species	wo:superorder	Shark#superorder
Bat#order	rdf:type	wo:Order
Bat#order	wo:class	Mammal#class
Bat#order	rdf:type	wo:Order
Bat#order	wo:class	Mammal#class
Bat#order	wo:kingdom	Animal#kingdom
Bat#order	wo:name	Bat#name
Bat#order	wo:phylum	Chordate#phylum
Bearded_Reedling#species	rdf:type	wo:Species
Bearded_Reedling#species	wo:order	Passerine#order
Bearded_Reedling#species	wo:adaptation	Altricial#adaptation
Bearded_Reedling#species	wo:adaptation	Colony_biology#adaptation
Bearded_Reedling#species	wo:adaptation	Flight#adaptation
Bearded_Reedling#species	wo:adaptation	Hearing_sense#adaptation
Bearded_Reedling#species	wo:adaptation	Monogamous_pairing_in_animals#adaptation
Bearded_Reedling#species	wo:adaptation	Moulting#adaptation
Bearded_Reedling#species	wo:adaptation	Oviparity#adaptation
Bearded_Reedling#species	wo:adaptation	Parental_investment#adaptation
Bearded_Reedling#species	wo:adaptation	Visual_perception#adaptation
Bearded_Reedling#species	wo:class	Bird#class
Bearded_Reedling#species	wo:ecozone	Palearctic_ecozone#ecozone
Bearded_Reedling#species	wo:family	Panuridae#family
Bearded_Reedling#species	wo:genus	Panurus#genus
Bearded_Reedling#species	wo:growsIn	Swamp#habitat
Bearded_Reedling#species	wo:growsIn	Wetland#habitat
Bearded_Reedling#species	wo:kingdom	Animal#kingdom
Bearded_Reedling#species	wo:livesIn	Marsh#habitat
Bearded_Reedling#species	wo:livesIn	Swamp#habitat
Bearded_Reedling#species	wo:livesIn	Wetland#habitat
Bearded_Reedling#species	wo:name	Bearded_Reedling#name
Bearded_Reedling#species	wo:order	Passerine#order
Bearded_Reedling#species	wo:phylum	Chordate#phylum
Bearded_Vulture#species	rdf:type	wo:Species
Bearded_Vulture#species	wo:family	Accipitridae#family
Bearded_Vulture#species	rdf:type	wo:Species
Bearded_Vulture#species	wo:adaptation	Carnivore#adaptation
Bearded_Vulture#species	wo:adaptation	Courtship_display#adaptation
Bearded_Vulture#species	wo:adaptation	Flight#adaptation
Bearded_Vulture#species	wo:adaptation	High_altitude#adaptation
Bearded_Vulture#species	wo:adaptation	Monogamous_pairing_in_animals#adaptation
Bearded_Vulture#species	wo:adaptation	Moulting#adaptation
Bearded_Vulture#species	wo:adaptation	Oviparity#adaptation
Bearded_Vulture#species	wo:adaptation	Parental_investment#adaptation
Bearded_Vulture#species	wo:adaptation	Scavenger#adaptation
Bearded_Vulture#species	wo:adaptation	Visual_perception#adaptation
Bearded_Vulture#species	wo:class	Bird#class
Bearded_Vulture#species	wo:ecozone	Afrotropic_ecozone#ecozone
Bearded_Vulture#species	wo:ecozone	Indomalaya_ecozone#ecozone
Bearded_Vulture#species	wo:ecozone	Palearctic_ecozone#ecozone
Bearded_Vulture#species	wo:family	Accipitridae#family
Bearded_Vulture#species	wo:growsIn	Deserts_and_xeric_shrublands#habitat
Bearded_Vulture#species	wo:growsIn	Mediterranean_forests_woodlands_and_scrub#habitat
Bearded_Vulture#species	wo:growsIn	Montane_grasslands_and_shrublands#habitat
Bearded_Vulture#species	wo:growsIn	Moorland#habitat
Bearded_Vulture#species	wo:growsIn	Mountain#habitat
Bearded_Vulture#species	wo:growsIn	Tropical_and_subtropical_coniferous_forests#habitat
Bearded_Vulture#species	wo:kingdom	Animal#kingdom
Bearded_Vulture#species	wo:livesIn	Deserts_and_xeric_shrublands#habitat
Bearded_Vulture#species	wo:livesIn	Mediterranean_forests_woodlands_and_scrub#habitat
Bearded_Vulture#species	wo:livesIn	Montane_grasslands_and_shrublands#habitat
Bearded_Vulture#species	wo:livesIn	Moorland#habitat
Bearded_Vulture#species	wo:livesIn	Mountain#habitat
Bearded_Vulture#species	wo:livesIn	Tropical_and_subtropical_coniferous_forests#habitat
Bearded_Vulture#species	wo:name	Bearded_Vulture#name
Bearded_Vulture#species	wo:order	Falconiformes#order
Bearded_Vulture#species	wo:phylum	Chordate#phylum
Bear_dog#family	rdf:type	wo:Family
Bear_dog#family	wo:adaptation	Carnivore#adaptation
Bear_dog#family	wo:adaptation	Predation#adaptation
Bear_dog#family	wo:adaptation	Running#adaptation
Bear_dog#family	wo:adaptation	Vivipary#adaptation
Bear_dog#family	wo:class	Mammal#class
Bear_dog#family	wo:kingdom	Animal#kingdom
Bear_dog#family	wo:name	Bear_dog#name
Bear_dog#family	wo:order	Carnivora#order
Bear_dog#family	wo:phylum	Chordate#phylum
Bear_dog#family	rdf:type	wo:Family
Bear_dog#family	wo:order	Carnivora#order
Bear#family	wo:class	Mammal#class
Bear#family	wo:kingdom	Animal#kingdom
Bear#family	wo:name	Bear#name
Bear#family	wo:order	Carnivora#order
Bear#family	wo:phylum	Chordate#phylum
Bear#family	rdf:type	wo:Family
Bear#family	wo:order	Carnivora#order
Beaver#genus	wo:adaptation	Aquatic_locomotion#adaptation
Beaver#genus	wo:adaptation	Hearing_sense#adaptation
Beaver#genus	wo:adaptation	Herbivore#adaptation
Beaver#genus	wo:adaptation	Hoarding_animal_behaviour#adaptation
Beaver#genus	wo:adaptation	Precocial#adaptation
Beaver#genus	wo:adaptation	Presociality#adaptation
Beaver#genus	wo:adaptation	Semiochemical#adaptation
Beaver#genus	wo:adaptation	Territory_animal#adaptation
Beaver#genus	wo:adaptation	Vivipary#adaptation
Beaver#genus	wo:class	Mammal#class
Beaver#genus	wo:family	Castoridae#family
Beaver#genus	wo:kingdom	Animal#kingdom
Beaver#genus	wo:livesIn	Lake#habitat
Beaver#genus	wo:livesIn	River#habitat
Beaver#genus	wo:livesIn	Temperate_broadleaf_and_mixed_forests#habitat
Beaver#genus	wo:livesIn	Wetland#habitat
Beaver#genus	wo:name	Beaver#name
Beaver#genus	wo:order	Rodent#order
Beaver#genus	wo:phylum	Chordate#phylum
Beaver#genus	rdf:type	wo:Genus
Beaver#genus	wo:order	Rodent#order
Beetle#order	rdf:type	wo:Order
Beetle#order	wo:class	Insect#class
Beetle#order	rdf:type	wo:Order
Beetle#order	wo:class	Insect#class
Beetle#order	wo:kingdom	Animal#kingdom
Beetle#order	wo:name	Beetle#name
Beetle#order	wo:phylum	Arthropod#phylum
Beloniformes#order	rdf:type	wo:Order
Beloniformes#order	wo:adaptation	Aquatic_locomotion#adaptation
Beloniformes#order	wo:class	Actinopterygii#class
Beloniformes#order	wo:kingdom	Animal#kingdom
Beloniformes#order	wo:livesIn	Neritic_zone#habitat
Beloniformes#order	wo:livesIn	Pelagic#habitat
Beloniformes#order	wo:name	Beloniformes#name
Beloniformes#order	wo:phylum	Chordate#phylum
Beloniformes#order	wo:superclass	Osteichthyes#superclass
Beluga_whale#species	rdf:type	wo:Species
Beluga_whale#species	wo:family	Monodontidae#family
Beluga_whale#species	rdf:type	wo:Species
Beluga_whale#species	wo:adaptation	Aquatic_locomotion#adaptation
Beluga_whale#species	wo:adaptation	Carnivore#adaptation
Beluga_whale#species	wo:adaptation	Nomad#adaptation
Beluga_whale#species	wo:adaptation	Precocial#adaptation
Beluga_whale#species	wo:adaptation	Presociality#adaptation
Beluga_whale#species	wo:adaptation	Ultrasound#adaptation
Beluga_whale#species	wo:adaptation	Vivipary#adaptation
Beluga_whale#species	wo:class	Mammal#class
Beluga_whale#species	wo:family	Monodontidae#family
Beluga_whale#species	wo:growsIn	Brackish#habitat
Beluga_whale#species	wo:growsIn	Estuary#habitat
Beluga_whale#species	wo:growsIn	Neritic_zone#habitat
Beluga_whale#species	wo:growsIn	Pelagic#habitat
Beluga_whale#species	wo:kingdom	Animal#kingdom
Beluga_whale#species	wo:livesIn	Brackish#habitat
Beluga_whale#species	wo:livesIn	Estuary#habitat
Beluga_whale#species	wo:livesIn	Neritic_zone#habitat
Beluga_whale#species	wo:livesIn	Pelagic#habitat
Beluga_whale#species	wo:name	Beluga_whale#name
Beluga_whale#species	wo:order	Cetacea#order
Beluga_whale#species	wo:phylum	Chordate#phylum
Beluga_whale#species	wo:superorder	Cetartiodactyla#superorder
Bharal#species	rdf:type	wo:Species
Bharal#species	wo:family	Bovid#family
Bharal#species	rdf:type	wo:Species
Bharal#species	wo:adaptation	Altricial#adaptation
Bharal#species	wo:adaptation	Antipredator_adaptation#adaptation
Bharal#species	wo:adaptation	Camouflage#adaptation
Bharal#species	wo:adaptation	Hearing_sense#adaptation
Bharal#species	wo:adaptation	Herbivore#adaptation
Bharal#species	wo:adaptation	High_altitude#adaptation
Bharal#species	wo:adaptation	Presociality#adaptation
Bharal#species	wo:adaptation	Psychrophile#adaptation
Bharal#species	wo:adaptation	Running#adaptation
Bharal#species	wo:adaptation	Visual_perception#adaptation
Bharal#species	wo:adaptation	Vivipary#adaptation
Bharal#species	wo:class	Mammal#class
Bharal#species	wo:ecozone	Indomalaya_ecozone#ecozone
Bharal#species	wo:family	Bovid#family
Bharal#species	wo:genus	Pseudois#genus
Bharal#species	wo:growsIn	Montane_grasslands_and_shrublands#habitat
Bharal#species	wo:growsIn	Mountain#habitat
Bharal#species	wo:kingdom	Animal#kingdom
Bharal#species	wo:livesIn	Montane_grasslands_and_shrublands#habitat
Bharal#species	wo:livesIn	Mountain#habitat
Bharal#species	wo:name	Bharal#name
Bharal#species	wo:order	Even-toed_ungulate#order
Bharal#species	wo:phylum	Chordate#phylum
Bharal#species	wo:superorder	Cetartiodactyla#superorder
Bighorn_Sheep#species	rdf:type	wo:Species
Bighorn_Sheep#species	wo:genus	Ovis#genus
Bighorn_Sheep#species	rdf:type	wo:Species
Bighorn_Sheep#species	wo:adaptation	Altricial#adaptation
Bighorn_Sheep#species	wo:adaptation	Animal_migration#adaptation
Bighorn_Sheep#species	wo:adaptation	Antipredator_adaptation#adaptation
Bighorn_Sheep#species	wo:adaptation	Climbing#adaptation
Bighorn_Sheep#species	wo:adaptation	Dominance_hierarchy#adaptation
Bighorn_Sheep#species	wo:adaptation	Herbivore#adaptation
Bighorn_Sheep#species	wo:adaptation	High_altitude#adaptation
Bighorn_Sheep#species	wo:adaptation	Maternal_effect#adaptation
Bighorn_Sheep#species	wo:adaptation	Polygyny#adaptation
