concept	lang	token	priority	head_lemma	parts
Rauisuchidae#family	en	Rauisuchidae	0	Rauisuchidae PROPN	
Recurvirostridae#family	en	Recurcirostridae	0	Recurcirostrida NOUN	
Regulidae#family	en	Regulidae	0	Regulida NOUN	
Requiem_shark#family	en	Carcharhinidae	0	Carcharhinidae NOUN	
Requiem_shark#family	en	Requiem sharks	0	shark NOUN	Requiem NOUN compound> shark NOUN
Requiem_shark#family	en	Carcharhinidae	1	Carcharhinidae NOUN	
Requiem_shark#family	en	Requiem sharks	2	shark NOUN	Requiem NOUN compound> shark NOUN
Rhabdodontidae#family	en	Rhabdodontidae	0	Rhabdodontidae PROPN	
Rhinoceros#family	en	Rhinocerotidae	0	Rhinocerotidae PROPN	
Rhinoceros#family	en	Rhinoceroses	0	Rhinocerose NOUN	
Rhinoceros#family	en	Rhinocerotidae	1	Rhinocerotidae PROPN	
Rhinoceros#family	en	Rhinoceroses	2	Rhinocerose NOUN	
Rhinoceros#family	en	Rhinos	2	Rhinos PROPN	
Rhizophoraceae#family	en	Rhizophoraceae	0	Rhizophoraceae PROPN	
Rhynochetidae#family	en	Rhynochetidae	0	Rhynochetidae PROPN	
River_kingfishers#family	en	Alcedinidae	0	Alcedinidae PROPN	
Rorqual#family	en	Balaenidae	0	Balaenida NOUN	
Rorqual#family	en	Rorqual family	0	family NOUN	Rorqual ADJ amod> family NOUN
Rorqual#family	en	Balaenidae	1	Balaenida NOUN	
Rorqual#family	en	Rorqual family	2	family NOUN	Rorqual ADJ amod> family NOUN
Rosaceae#family	en	Rosaceae	0	Rosaceae PROPN	
Rosaceae#family	en	Rose family	0	family NOUN	Rose NOUN compound> family NOUN
Rosaceae#family	en	Rosaceae	1	Rosaceae PROPN	
Rosaceae#family	en	Rose family	2	family NOUN	Rose NOUN compound> family NOUN
Rosaceae#family	en	Roses	2	Ros PROPN	
Rynchopidae#family	en	Rynchopidae	0	Rynchopidae PROPN	
Salamandridae#family	en	Salamandridae	0	Salamandridae NOUN	
Salamandridae#family	en	True salamanders and newts	0	salamander NOUN	true ADJ amod> salamander NOUN | and CCONJ cc> newt NOUN | newt NOUN conj> salamander NOUN
Salamandridae#family	en	Salamandridae	1	Salamandridae NOUN	
Salamandridae#family	en	True salamanders and newts	2	salamander NOUN	true ADJ amod> salamander NOUN | and CCONJ cc> newt NOUN | newt NOUN conj> salamander NOUN
Salmonidae#family	en	Salmonidae	0	Salmonidae PROPN	
Salmonidae#family	en	Salmon family	0	family NOUN	salmon PROPN compound> family NOUN
Salmonidae#family	en	Salmonidae	1	Salmonidae PROPN	
Salmonidae#family	en	Salmon family	2	family NOUN	salmon PROPN compound> family NOUN
Scansoriopterygidae#family	en	Scansoriopterygidae	0	Scansoriopterygida NOUN	
Scathophagidae#family	en	Scathophagidae	0	Scathophagida NOUN	
Sciuridae#family	en	Sciuridae	0	Sciurida NOUN	
Sciuridae#family	en	Squirrels	0	Squirrels PROPN	
Sciuridae#family	en	Sciuridae	1	Sciurida NOUN	
Sciuridae#family	en	Squirrels	2	Squirrels PROPN	
Sea_snake#family	en	Hydrophiidae	0	Hydrophiidae NOUN	
Sea_turtle#family	en	Cheloniidae	0	Cheloniidae NOUN	
Sea_turtle#family	en	Sea turtles	0	turtle NOUN	Sea NOUN compound> turtle NOUN
Sea_turtle#family	en	Cheloniidae	1	Cheloniidae NOUN	
Sea_turtle#family	en	Sea turtles	2	turtle NOUN	Sea NOUN compound> turtle NOUN
Sepiidae#family	en	Sepiidae	0	Sepiidae NOUN	
Shrew#family	en	Soricidae	0	Soricidae PROPN	
Silphidae#family	en	Silphidae	0	Silphida NOUN	
Sparrow#family	en	Passeridae	0	Passerida NOUN	
Sphingidae#family	en	Sphingidae	0	Sphingida NOUN	
Spinosauridae#family	en	Spinosauridae 	0	Spinosauridae NOUN	
Starling#family	en	Sturnidae	0	Sturnidae NOUN	
Stegosauridae#family	en	Stegosauridae	0	Stegosauridae NOUN	
Stickleback#family	en	Gasterosteidae	0	Gasterosteida NOUN	
Stone-curlew#family	en	Burhinidae	0	Burhinidae PROPN	
Stork#family	en	Ciconiidae	0	Ciconiida NOUN	
Storm-petrel#family	en	Hydrobatidae	0	Hydrobatidae NOUN	
Strongylocentrotidae#family	en	Strongylocentrotidae	0	Strongylocentrotidae NOUN	
Suidae#family	en	Suidae	0	Suida NOUN	
Suidae#family	en	Hogs and pigs	0	Hog NOUN	and CCONJ cc> pig NOUN | pig NOUN conj> Hog NOUN
Suidae#family	en	Suidae	1	Suida NOUN	
Suidae#family	en	Hogs and pigs	2	Hog NOUN	and CCONJ cc> pig NOUN | pig NOUN conj> Hog NOUN
Sulidae#family	en	Sulidae	0	Sulida NOUN	
Swallow#family	en	Hirundinidae	0	Hirundinidae NOUN	
Swallow#family	en	Swallows and martins	0	swallow NOUN	and CCONJ cc> martin NOUN | martin NOUN conj> swallow NOUN
Swallow#family	en	Hirundinidae	1	Hirundinidae NOUN	
Swallow#family	en	Swallows and martins	2	swallow NOUN	and CCONJ cc> martin NOUN | martin NOUN conj> swallow NOUN
Swallowtail_butterfly#family	en	Papilionidae	0	Papilionida NOUN	
Swift#family	en	Apodidae	0	Apodidae PROPN	
Sylviidae#family	en	Sylviidae	0	Sylviidae NOUN	
Syngnathidae#family	en	Syngnathidae	0	Syngnathidae NOUN	
Syngnathidae#family	en	Seahorses and pipefish	0	Seahorse NOUN	and CCONJ cc> pipefish NOUN | pipefish NOUN conj> Seahorse NOUN
Syngnathidae#family	en	Syngnathidae	1	Syngnathidae NOUN	
Syngnathidae#family	en	Seahorses and pipefish	2	Seahorse NOUN	and CCONJ cc> pipefish NOUN | pipefish NOUN conj> Seahorse NOUN
Talpidae#family	en	Talpidae	0	Talpidae NOUN	
Talpidae#family	en	Moles and desmans	0	Mole NOUN	and CCONJ cc> desman NOUN | desman NOUN conj> Mole NOUN
Talpidae#family	en	Talpidae	1	Talpidae NOUN	
Talpidae#family	en	Moles and desmans	2	Mole NOUN	and CCONJ cc> desman NOUN | desman NOUN conj> Mole NOUN
Tarantula#family	en	Theraphosidae	0	Theraphosida NOUN	
Tarantula#family	en	Tarantulas	0	Tarantulas PROPN	
Tarantula#family	en	Theraphosidae	1	Theraphosida NOUN	
Tarantula#family	en	Tarantulas	2	Tarantulas PROPN	
Tarsiidae#family	en	Tarsiidae	0	Tarsiida NOUN	
Taxaceae#family	en	Taxaceae	0	Taxacea NOUN	
Tern#family	en	Sternidae	0	Sternidae NOUN	
Therizinosauridae#family	en	Therizinosauridae	0	Therizinosaurida NOUN	
Therizinosauridae#family	en	Therizinosaurs	0	Therizinosaur NOUN	
Therizinosauridae#family	en	Therizinosauridae	1	Therizinosaurida NOUN	
Therizinosauridae#family	en	reaper lizards	2	lizard NOUN	reaper NOUN compound> lizard NOUN
Therizinosauridae#family	en	Therizinosaurs	2	Therizinosaur NOUN	
Threskiornithidae#family	en	Threskiornithidae	0	Threskiornithidae NOUN	
Thrush_bird#family	en	Turdidae	0	Turdidae NOUN	
Titanosauridae#family	en	Titanosauridae	0	Titanosauridae NOUN	
Tit_bird#family	en	Paridae	0	Parida NOUN	
Tit_bird#family	en	Tits and chickadees	0	Tit NOUN	and CCONJ cc> chickadee NOUN | chickadee NOUN conj> Tit NOUN
Tit_bird#family	en	Paridae	1	Parida NOUN	
Tit_bird#family	en	Tits and chickadees	2	Tit NOUN	and CCONJ cc> chickadee NOUN | chickadee NOUN conj> Tit NOUN
Tortoise#family	en	Testudinidae	0	Testudinida NOUN	
Tortoise#family	en	Tortoises	0	Tortoise NOUN	
Tortoise#family	en	Testudinidae	1	Testudinida NOUN	
Tortoise#family	en	Tortoises	2	Tortoise NOUN	
Treecreeper#family	en	Certhiidae	0	Certhiida NOUN	
Triisodontidae#family	en	Triisodontidae	0	Triisodontida NOUN	
Troglodytidae#family	en	Troglodytidae	0	Troglodytida NOUN	
True_frog#family	en	Ranidae	0	Ranidae PROPN	
True_frog#family	en	True frogs	0	frog NOUN	true ADJ amod> frog NOUN
True_frog#family	en	Ranidae	1	Ranidae PROPN	
True_frog#family	en	True frogs	2	frog NOUN	true ADJ amod> frog NOUN
True_owl#family	en	Strigidae	0	Strigidae NOUN	
True_owl#family	en	True owls	0	owl NOUN	true ADJ amod> owl NOUN
True_owl#family	en	Strigidae	1	Strigidae NOUN	
True_owl#family	en	True owls	2	owl NOUN	true ADJ amod> owl NOUN
True_owl#family	en	Typical owls	2	owl NOUN	typical ADJ amod> owl NOUN
True_parrots#family	en	Psittacidae	0	Psittacida NOUN	
True_parrots#family	en	True parrots	0	parrot NOUN	true ADJ amod> parrot NOUN
True_parrots#family	en	Psittacidae	1	Psittacida NOUN	
True_parrots#family	en	True parrots	2	parrot NOUN	true ADJ amod> parrot NOUN
True_toad#family	en	Bufonidae	0	Bufonidae PROPN	
True_toad#family	en	True toads	0	toad NOUN	true ADJ amod> toad NOUN
True_toad#family	en	Bufonidae	1	Bufonidae PROPN	
True_toad#family	en	Toads	2	Toad NOUN	
True_toad#family	en	True toads	2	toad NOUN	true ADJ amod> toad NOUN
Tyrannosauridae#family	en	Tyrannosauridae	0	Tyrannosaurida NOUN	
Tyrannosauridae#family	en	Tyrannosaurs	0	Tyrannosaur NOUN	
Tyrannosauridae#family	en	Tyrannosauridae	1	Tyrannosaurida NOUN	
Tyrannosauridae#family	en	Tyrannosaurs	2	Tyrannosaur NOUN	
Tyrannosauridae#family	en	tyrant lizards	2	lizard NOUN	tyrant NOUN compound> lizard NOUN
Tytonidae#family	en	Tytonidae	0	Tytonida NOUN	
Tytonidae#family	en	Barn, masked and bay owls	0	owl NOUN	barn NOUN compound> owl NOUN | , PUNCT punct> mask VERB | mask VERB conj> barn NOUN | and CCONJ cc> bay NOUN | bay NOUN conj> barn NOUN
Tytonidae#family	en	Tytonidae	1	Tytonida NOUN	
Tytonidae#family	en	Barn, masked and bay owls	2	owl NOUN	barn NOUN compound> owl NOUN | , PUNCT punct> mask VERB | mask VERB conj> barn NOUN | and CCONJ cc> bay NOUN | bay NOUN conj> barn NOUN
Ulmaceae#family	en	Ulmaceae	0	Ulmaceae PROPN	
Ulmaridae#family	en	Ulmaridae	0	Ulmaridae PROPN	
Umbrella_octopus#family	en	Opisthoteuthidae	0	Opisthoteuthida NOUN	
Urticaceae#family	en	Urticaceae	0	Urticaceae NOUN	
Varanidae#family	en	Varanidae	0	Varanidae PROPN	
Vesper_bat#family	en	Vespertilionidae	0	Vespertilionidae NOUN	
Vesper_bat#family	en	Vesper bats	0	bat NOUN	Vesper NOUN compound> bat NOUN
Vesper_bat#family	en	Vespertilionidae	1	Vespertilionidae NOUN	
Vesper_bat#family	en	Evening bats	2	bat NOUN	evening NOUN compound> bat NOUN
Vesper_bat#family	en	Vesper bats	2	bat NOUN	Vesper NOUN compound> bat NOUN
Vespidae#family	en	Vespidae	0	Vespidae NOUN	
Vespidae#family	en	Wasps	0	Wasps PROPN	
Vespidae#family	en	Vespidae	1	Vespidae NOUN	
Vespidae#family	en	Wasps	2	Wasps PROPN	
Violaceae#family	en	Violaceae	0	Violaceae NOUN	
Viperidae#family	en	Viperidae	0	Viperidae NOUN	
Viperidae#family	en	Vipers	0	Viper NOUN	
Viperidae#family	en	Viperidae	1	Viperidae NOUN	
Viperidae#family	en	Vipers	2	Viper NOUN	
Wolf_spider#family	en	Lycosidae	0	Lycosidae PROPN	
Woodpecker#family	en	Picidae	0	Picida NOUN	
Woodpecker#family	en	Woodpeckers	0	woodpecker NOUN	
Woodpecker#family	en	Picidae	1	Picida NOUN	
Woodpecker#family	en	Picidae	2	Picida NOUN	
Woodpecker#family	en	Woodpeckers	2	woodpecker NOUN	
Acanthaster#genus	en	Acanthaster	0	Acanthaster NOUN	
Accentor#genus	en	Prunella	0	Prunella NOUN	
Accipiter#genus	en	Accipiter	0	Accipiter NOUN	
Accipiter#genus	en	Goshawks and sparrowhawks	0	Goshawk NOUN	and CCONJ cc> sparrowhawk NOUN | sparrowhawk NOUN conj> Goshawk NOUN
Accipiter#genus	en	Accipiter	1	Accipiter NOUN	
Accipiter#genus	en	Goshawks and sparrowhawks	2	Goshawk NOUN	and CCONJ cc> sparrowhawk NOUN | sparrowhawk NOUN conj> Goshawk NOUN
Acinonyx#genus	en	Acinonyx	0	Acinonyx NOUN	
Acrocephalus#genus	en	Acrocephalus	0	Acrocephalus PROPN	
Acrocephalus#genus	en	Marsh and reed warblers	0	Marsh PROPN	and CCONJ cc> ree VERB | ree VERB conj> Marsh PROPN | warbler NOUN obj> ree VERB
Acrocephalus#genus	en	Acrocephalus	1	Acrocephalus PROPN	
Acrocephalus#genus	en	Marsh and reed warblers	2	Marsh PROPN	and CCONJ cc> ree VERB | ree VERB conj> Marsh PROPN | warbler NOUN obj> ree VERB
Aegithalos#genus	en	Aegithalos	0	Aegithalos PROPN	
Aesculus#genus	en	Aesculus	0	Aesculus PROPN	
Aeshna#genus	en	Aeshna	0	Aeshna PROPN	
Ailuropoda#genus	en	Ailuropoda	0	Ailuropoda PROPN	
Aix_genus#genus	en	Aix	0	Aix NOUN	
Alauda#genus	en	Alauda	0	Alauda PROPN	
Alcedo#genus	en	Alcedo	0	Alcedo PROPN	
Alectoris#genus	en	Alectoris	0	Alectoris PROPN	
Alliums#genus	en	Allium	0	Allium PROPN	
Amorphophallus#genus	en	Amorphophallus	0	Amorphophallus PROPN	
Anas#genus	en	Anas	0	Ana PROPN	
Andrias#genus	en	Andrias	0	Andrias PROPN	
Andrias#genus	en	Asian giant salamanders	0	salamander NOUN	asian ADJ amod> giant NOUN | giant NOUN compound> salamander NOUN
Andrias#genus	en	Andrias	1	Andrias PROPN	
Andrias#genus	en	Asian giant salamanders	2	salamander NOUN	asian ADJ amod> giant NOUN | giant NOUN compound> salamander NOUN
Anguis#genus	en	Anguis	0	Anguis PROPN	
Anser_genus#genus	en	Anser	0	Anser NOUN	
Antaresia#genus	en	Antaresia	0	Antaresia PROPN	
Anthropoides#genus	en	Anthropoides	0	Anthropoide PROPN	
Antilocapra#genus	en	Antilocapra	0	Antilocapra PROPN	
Antilope#genus	en	Antilope	0	Antilope NOUN	
Apatura#genus	en	Apatura	0	Apatura PROPN	
Apodemus#genus	en	Apodemus	0	Apodemus PROPN	
Aptenodytes#genus	en	Aptenodytes	0	Aptenodytes PROPN	
Aptenodytes#genus	en	Great penguins	0	penguin NOUN	great ADJ amod> penguin NOUN
Aptenodytes#genus	en	Aptenodytes	1	Aptenodytes PROPN	
Aptenodytes#genus	en	Great penguins	2	penguin NOUN	great ADJ amod> penguin NOUN
Apus_genus#genus	en	Apus	0	Apus PROPN	
Aquila_genus#genus	en	Aquila	0	Aquila PROPN	
Araneus#genus	en	Araneus	0	Araneus PROPN	
Arctocephalus#genus	en	Arctocephalus	0	Arctocephalus PROPN	
Arctocephalus#genus	en	Southern fur seals	0	seals NOUN	southern ADJ amod> fur NOUN | fur NOUN compound> seals NOUN
Arctocephalus#genus	en	Arctocephalus	1	Arctocephalus PROPN	
Arctocephalus#genus	en	Southern fur seals	2	seals NOUN	southern ADJ amod> fur NOUN | fur NOUN compound> seals NOUN
Ardea_genus#genus	en	Ardea	0	Ardea PROPN	
Argynnis#genus	en	Argynnis	0	Argynnis PROPN	
Asio#genus	en	Asio	0	Asio PROPN	
Asio#genus	en	Eared owls	0	owl NOUN	Eared ADJ amod> owl NOUN
Asio#genus	en	Asio	1	Asio PROPN	
Asio#genus	en	Eared owls	2	owl NOUN	Eared ADJ amod> owl NOUN
Astrochelys#genus	en	Astrochelys	0	Astrochelys PROPN	
Atelopus#genus	en	Atelopus	0	Atelopus NOUN	
Athene_owl#genus	en	Athene	0	Athene PROPN	
Athene_owl#genus	en	Athene owls	0	owl NOUN	Athene ADJ amod> owl NOUN
Athene_owl#genus	en	Athene	1	Athene PROPN	
Athene_owl#genus	en	Athene owls	2	owl NOUN	Athene ADJ amod> owl NOUN
Aurelia_genus#genus	en	Aurelia	0	Aurelia PROPN	
Austropotamobius#genus	en	Austropotamobius	0	Austropotamobius PROPN	
Avocet#genus	en	Recurvirostra	0	Recurvirostra PROPN	
Baboon#genus	en	Papio	0	Papio PROPN	
Baboon#genus	en	Baboons	0	Baboon PROPN	
Baboon#genus	en	Papio	1	Papio PROPN	
Baboon#genus	en	Baboons	2	Baboon PROPN	
Balaena#genus	en	Balaena	0	Balaena PROPN	
Balaeniceps#genus	en	Balaeniceps	0	Balaenicep PROPN	
Balaenoptera#genus	en	Balaenoptera	0	Balaenoptera PROPN	
Balaenoptera#genus	en	Rorquals	0	Rorqual NOUN	
Balaenoptera#genus	en	Balaenoptera	1	Balaenoptera PROPN	
Balaenoptera#genus	en	Rorquals	2	Rorqual NOUN	
Bamboo_lemur#genus	en	Hapalemur	0	Hapalemur NOUN	
Banded_penguin#genus	en	Spheniscus	0	Spheniscus NOUN	
Banded_penguin#genus	en	Banded penguins	0	penguin NOUN	Banded VERB amod> penguin NOUN
Banded_penguin#genus	en	Spheniscus	1	Spheniscus NOUN	
Banded_penguin#genus	en	Banded penguins	2	penguin NOUN	Banded VERB amod> penguin NOUN
Banded_penguin#genus	en	Spheniscus penguins	2	penguin PROPN	Spheniscus PROPN compound> penguin PROPN
Beaver#genus	en	Castor	0	Castor NOUN	
Beaver#genus	en	Beavers	0	beavers PROPN	
Beaver#genus	en	Castor	1	Castor NOUN	
Beaver#genus	en	Beavers	2	beavers PROPN	
Beech#genus	en	Fagus	0	Fagus NOUN	
Boa_genus#genus	en	Boa	0	Boa PROPN	
Boiga#genus	en	Boiga	0	Boiga PROPN	
Bos#genus	en	Bos	0	Bos PROPN	
Botaurus#genus	en	Botaurus	0	Botaurus PROPN	
Bothriechis#genus	en	Bothriechis	0	Bothriechis PROPN	
Bothrops#genus	en	Bothrops	0	Bothrops PROPN	
Bottlenose_dolphin#genus	en	Tursiops	0	Tursiops PROPN	
Bottlenose_dolphin#genus	en	Bottlenose dolphins	0	dolphin NOUN	Bottlenose ADJ amod> dolphin NOUN
Bottlenose_dolphin#genus	en	Tursiops	1	Tursiops PROPN	
Bottlenose_dolphin#genus	en	Bottlenose dolphins	2	dolphin NOUN	Bottlenose ADJ amod> dolphin NOUN
Bradypodion#genus	en	Bradypodion	0	Bradypodion PROPN	
Branta#genus	en	Branta	0	Branta PROPN	
Branta#genus	en	Black geese	0	geese NOUN	black ADJ amod> geese NOUN
Branta#genus	en	Branta	1	Branta PROPN	
Branta#genus	en	Black geese	2	geese NOUN	black ADJ amod> geese NOUN
Branta#genus	en	Brent geese	2	geese NOUN	Brent ADJ amod> geese NOUN
Bubalus#genus	en	Bubalus	0	Bubalus PROPN	
Bumblebee#genus	en	Bombus	0	Bombus PROPN	
Bumblebee#genus	en	Bumblebees	0	Bumblebees PROPN	
Bumblebee#genus	en	Bombus	1	Bombus PROPN	
Bumblebee#genus	en	Bumble bee	2	bee NOUN	Bumble ADJ amod> bee NOUN
Bumblebee#genus	en	Bumblebees	2	Bumblebees PROPN	
Burhinus#genus	en	Burhinus	0	Burhinus PROPN	
Buteo#genus	en	Buteo	0	Buteo PROPN	
Cacatua#genus	en	Cacatua	0	Cacatua PROPN	
Caiman_genus#genus	en	Caiman	0	Caiman PROPN	
Caiman_genus#genus	en	Caiman	1	Caiman PROPN	
Calopteryx#genus	en	Calopteryx	0	Calopteryx NOUN	
Camel#genus	en	Camelus	0	Camelus NOUN	
Camel#genus	en	Camels	0	camels NOUN	
Camel#genus	en	Camelus	1	Camelus NOUN	
Camel#genus	en	Camels	2	camels NOUN	
Campephilus#genus	en	Campephilus	0	Campephilus NOUN	
Canis#genus	en	Canis	0	Canis PROPN	
Canis#genus	en	Wolves, dogs and jackals	0	wolf NOUN	, PUNCT punct> dog NOUN | dog NOUN conj> wolf NOUN | and CCONJ cc> jackal NOUN | jackal NOUN conj> wolf NOUN
Canis#genus	en	Canis	1	Canis PROPN	
Canis#genus	en	Wolves, dogs and jackals	2	wolf NOUN	, PUNCT punct> dog NOUN | dog NOUN conj> wolf NOUN | and CCONJ cc> jackal NOUN | jackal NOUN conj> wolf NOUN
Capra_genus#genus	en	Capra	0	Capra PROPN	
Capra_genus#genus	en	Ibex and goats	0	Ibex NOUN	and CCONJ cc> goat NOUN | goat NOUN conj> Ibex NOUN
Capra_genus#genus	en	Capra	1	Capra PROPN	
Capra_genus#genus	en	Ibex and goats	2	Ibex NOUN	and CCONJ cc> goat NOUN | goat NOUN conj> Ibex NOUN
Capreolus#genus	en	Capreolus	0	Capreolus PROPN	
Caprimulgus#genus	en	Caprimulgus	0	Caprimulgus NOUN	
Capuchin_monkey#genus	en	Cebus	0	Cebus NOUN	
Capuchin_monkey#genus	en	Capuchin monkeys	0	monkey NOUN	Capuchin NOUN compound> monkey NOUN
Capuchin_monkey#genus	en	Cebus	1	Cebus NOUN	
Capuchin_monkey#genus	en	Capuchin monkeys	2	monkey NOUN	Capuchin NOUN compound> monkey NOUN
Capuchin_monkey#genus	en	Capuchins	2	Capuchins PROPN	
Carduelis#genus	en	Carduelis	0	Carduelis PROPN	
Carduelis#genus	en	Goldfinches	0	Goldfinch NOUN	
Carduelis#genus	en	Carduelis	1	Carduelis PROPN	
Carduelis#genus	en	Goldfinches	2	Goldfinch NOUN	
Cataglyphis#genus	en	Cataglyphis	0	Cataglyphis PROPN	
Catopuma#genus	en	Catopuma	0	Catopuma PROPN	
Certhia#genus	en	Certhia	0	Certhia PROPN	
Cervus#genus	en	Cervus	0	Cervus PROPN	
Cervus#genus	en	Elk, red and sika deer	0	deer NOUN	elk PROPN compound> deer NOUN | , PUNCT punct> red ADJ | red ADJ conj> elk PROPN | and CCONJ cc> sika ADJ | sika ADJ conj> elk PROPN
Cervus#genus	en	Cervus	1	Cervus PROPN	
Cervus#genus	en	Elk, red and sika deer	2	deer NOUN	elk PROPN compound> deer NOUN | , PUNCT punct> red ADJ | red ADJ conj> elk PROPN | and CCONJ cc> sika ADJ | sika ADJ conj> elk PROPN
Cetorhinus#genus	en	Cetorhinus	0	Cetorhinus NOUN	
Charadrius#genus	en	Charadrius	0	Charadrius PROPN	
Charadrius#genus	en	Ringed plovers	0	plovers NOUN	Ringed VERB amod> plovers NOUN
Charadrius#genus	en	Charadrius	1	Charadrius PROPN	
Charadrius#genus	en	Ringed plovers	2	plovers NOUN	Ringed VERB amod> plovers NOUN
Chelonia#genus	en	Chelonia	0	Chelonia PROPN	
Chen_genus#genus	en	Chen	0	Chen PROPN	
Chimpanzee#genus	en	Pan	0	Pan PROPN	
Chimpanzee#genus	en	Chimpanzees	0	Chimpanzees PROPN	
Chimpanzee#genus	en	Pan	1	Pan PROPN	
Chimpanzee#genus	en	Chimpanzees	2	Chimpanzees PROPN	
Chimpanzee#genus	en	Chimps	2	Chimps PROPN	
Chough#genus	en	Pyrrhocorax	0	Pyrrhocorax NOUN	
Cicinnurus#genus	en	Cicinnurus	0	Cicinnurus PROPN	
Cicinnurus#genus	en	Sickletail birds of paradise	0	bird NOUN	Sickletail NOUN compound> bird NOUN | of ADP case> paradise NOUN | paradise NOUN nmod> bird NOUN
Cicinnurus#genus	en	Cicinnurus	1	Cicinnurus PROPN	
Cicinnurus#genus	en	Sickletail birds of paradise	2	bird NOUN	Sickletail NOUN compound> bird NOUN | of ADP case> paradise NOUN | paradise NOUN nmod> bird NOUN
Coccinella#genus	en	Coccinella	0	Coccinella PROPN	
Coelodonta#genus	en	Coelodonta	0	Coelodonta PROPN	
Columba_genus#genus	en	Columba	0	Columba PROPN	
Columba_genus#genus	en	Old World pigeons	0	pigeon NOUN	old PROPN compound> world PROPN | world PROPN compound> pigeon NOUN
Columba_genus#genus	en	Columba	1	Columba PROPN	
Columba_genus#genus	en	Old World pigeons	2	pigeon NOUN	old PROPN compound> world PROPN | world PROPN compound> pigeon NOUN
Columba_genus#genus	en	Typical pigeons	2	pigeon NOUN	typical ADJ amod> pigeon NOUN
Common_dolphin#genus	en	Delphinus	0	Delphinus PROPN	
Conolophus#genus	en	Conolophus	0	Conolophus NOUN	
Coot#genus	en	Fulica	0	Fulica PROPN	
Cormorant#genus	en	Phalacrocorax	0	Phalacrocorax NOUN	
Coronella#genus	en	Coronella	0	Coronella PROPN	
Corvus_genus#genus	en	Corvus	0	Corvus PROPN	
Corvus_genus#genus	en	True crows	0	crow NOUN	true ADJ amod> crow NOUN
Corvus_genus#genus	en	Corvus	1	Corvus PROPN	
Corvus_genus#genus	en	True crows	2	crow NOUN	true ADJ amod> crow NOUN
Crataegus#genus	en	Crataegus	0	Crataegus NOUN	
Crested_penguin#genus	en	Eudyptes	0	Eudyptes PROPN	
Crested_penguin#genus	en	Crested penguins	0	penguin NOUN	Crested ADJ amod> penguin NOUN
Crested_penguin#genus	en	Eudyptes	1	Eudyptes PROPN	
Crested_penguin#genus	en	Crested penguins	2	penguin NOUN	Crested ADJ amod> penguin NOUN
Crocodylus#genus	en	Crocodylus	0	Crocodylus PROPN	
Crocodylus#genus	en	Crocodiles	0	Crocodile NOUN	
Crocodylus#genus	en	Crocodylus	1	Crocodylus PROPN	
Crocodylus#genus	en	Crocodiles	2	Crocodile NOUN	
Crocuta#genus	en	Crocuta	0	Crocuta PROPN	
Crossbill#genus	en	Loxia	0	Loxia PROPN	
Cryptomys#genus	en	Cryptomys	0	Cryptomy PROPN	
Cryptoprocta#genus	en	Cryptoprocta	0	Cryptoprocta PROPN	
Culicoides#genus	en	Culicoides	0	Culicoide PROPN	
Cyanistes#genus	en	Cyanistes	0	Cyaniste PROPN	
Cyanopsitta#genus	en	Cyanopsitta	0	Cyanopsitta NOUN	
Dama#genus	en	Dama	0	Dama PROPN	
Damaliscus#genus	en	Damaliscus	0	Damaliscus PROPN	
Dendrocopos#genus	en	Dendrocopos	0	Dendrocopos PROPN	
Desmodus#genus	en	Desmodus	0	Desmodus NOUN	
Dipper#genus	en	Cinclus	0	Cinclus PROPN	
Dytiscus#genus	en	Dytiscus	0	Dytiscus PROPN	
